Crop_Name,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Altitude_msl,Soil_Type,Organic_Carbon,Budget_per_Acre,Sunlight_Hours
Ashwagandha,36.98604155,20.52802281,34.75477838,32.31977816,44.16488186,7.886347484,399.4269343,138,Sandy Loam,0.33,38697,6.501341096
Ashwagandha,59.76262832,26.9881054,51.08332132,33.17189534,39.43499277,7.411646204,574.3681998,1224,Sandy Loam,0.55,49082,8.481067458
Ashwagandha,38.75502016,39.61371134,45.43902178,28.48353117,42.52769807,7.47314478,540.6454642,1179,Sandy Loam,0.59,40340,6.685974551
Ashwagandha,47.77523209,21.81767001,44.99557202,34.44395516,43.67521298,6.548463129,427.5268434,739,Sandy Loam,0.58,47890,8.068629956
Ashwagandha,35.1031827,25.00833494,48.07342196,27.27687095,46.21389427,7.662783283,515.4248908,613,Sandy Loam,0.4,64024,8.753758941
Ashwagandha,40.81622154,31.54725806,44.63595487,29.35452481,58.73261446,7.194550353,502.1855733,1216,Sandy Loam,0.62,33804,8.338776337
Ashwagandha,36.40275269,34.3463848,48.93781358,26.0770649,46.77624307,6.394119925,300.3702659,372,Sandy Loam,0.46,42988,6.849277109
Ashwagandha,56.53973494,43.1482459,52.69240764,30.22656079,35.45303513,7.179943436,528.3443228,1462,Sandy Loam,0.73,31415,7.168675225
Ashwagandha,50.39518222,21.04549449,54.65333264,31.99483344,44.09447252,6.994391748,457.5952214,419,Sandy Loam,0.36,51868,7.726360404
Ashwagandha,37.49504051,26.91927635,63.17925022,26.0642543,36.65754505,7.281925735,561.0664656,865,Sandy Loam,0.6,51431,7.355760224
Ashwagandha,40.92379323,16.70658873,42.42537091,33.45532847,46.79309552,6.286279828,416.0795612,961,Sandy Loam,0.58,71111,8.469665558
Ashwagandha,19.7101837,39.55186787,55.39835991,28.49230187,54.99427977,6.979383235,453.1563272,334,Sandy Loam,0.34,55722,7.991373988
Ashwagandha,24.43438374,26.71461272,46.63327026,34.84812775,56.67049621,7.392275156,440.4388217,518,Sandy Loam,0.6,33866,9.094222649
Ashwagandha,45.24885911,25.59528481,61.13256071,26.6943312,54.33515245,7.397751849,582.4446974,1416,Sandy Loam,0.54,56539,6.836722395
Ashwagandha,29.7350923,36.53475907,54.31187573,28.81489933,48.85128677,7.648038248,494.8507496,688,Sandy Loam,0.64,50361,8.266022928
Ashwagandha,43.20565471,16.41504122,59.04430178,33.91719983,44.04005839,6.529310997,469.2681316,1124,Sandy Loam,0.75,55064,7.352334154
Ashwagandha,26.91095601,37.32167355,38.38828484,20.71916488,64.19587422,8.162837841,503.9109183,660,Sandy Loam,0.74,69869,7.01584906
Ashwagandha,42.06585649,21.90605678,51.45107423,31.46690842,46.61537465,6.598383121,566.8256525,898,Sandy Loam,0.42,53332,7.218631316
Ashwagandha,38.41620522,26.86006686,51.6537706,22.20128955,58.11853807,7.457893747,517.6634832,735,Sandy Loam,0.56,45544,8.932957128
Ashwagandha,61.4584345,41.0680112,48.61677118,23.96695057,65.02640576,6.959964818,429.0646091,927,Sandy Loam,0.71,71712,7.666965121
Ashwagandha,44.09920517,25.88355713,44.70439887,28.982161,54.58274205,7.744026483,528.1418077,1414,Sandy Loam,0.35,78979,7.136848331
Ashwagandha,45.18339423,24.57694075,56.63104783,36.25057628,46.49037365,7.060383497,430.6923776,1003,Sandy Loam,0.47,73182,7.75519917
Ashwagandha,34.47253278,33.32033963,53.86904152,36.39858286,54.16983569,6.920243439,487.5375427,981,Sandy Loam,0.44,33101,6.695379334
Ashwagandha,52.15221352,26.64347168,51.64752161,28.86407236,50.71673031,7.298737466,328.3432955,471,Sandy Loam,0.36,69674,6.487135939
Ashwagandha,33.02976357,27.06287397,38.01537003,32.57924325,56.83498739,7.977518497,402.979467,363,Sandy Loam,0.46,72674,7.291519494
Ashwagandha,46.53943257,32.85342053,34.15298894,23.09828791,51.93806726,7.213929667,320.0097172,1453,Sandy Loam,0.78,53263,7.317895166
Ashwagandha,52.01559928,35.48930612,39.85493548,34.05665368,41.59548076,7.962673371,601.1251796,813,Sandy Loam,0.64,56706,7.341526836
Ashwagandha,30.70371247,38.92792839,42.53507409,26.43516429,45.15049077,7.609354856,563.7290309,1020,Sandy Loam,0.7,53704,7.206873767
Ashwagandha,33.60895937,24.58077972,48.26594308,29.70369176,49.56944407,7.359205415,462.4055518,1047,Sandy Loam,0.5,31264,9.185612641
Ashwagandha,39.29080856,22.00114717,40.96635801,24.2603082,58.44863167,7.274789457,570.8669573,1490,Sandy Loam,0.62,60278,7.390503876
Ashwagandha,41.08394635,17.41896936,24.41570487,28.80551931,56.2470354,6.559881449,592.8471925,144,Sandy Loam,0.48,53952,7.607701273
Ashwagandha,15.86212449,31.13637574,36.99146211,31.70369984,52.58458649,7.0457675,423.6720874,1361,Sandy Loam,0.59,45771,7.703101924
Ashwagandha,38.65047232,30.58244738,53.81144386,31.45312095,38.58820068,7.464712709,470.6915261,1012,Sandy Loam,0.73,31562,8.899229882
Ashwagandha,41.14534592,33.06467552,53.31262717,34.325453,46.20585628,7.616737793,419.0216351,1318,Sandy Loam,0.76,44955,7.530016665
Ashwagandha,49.83915214,26.96300539,38.17968404,32.83464487,53.20886386,7.594720525,393.0276269,903,Sandy Loam,0.76,46565,8.160397155
Ashwagandha,26.82254069,32.02730348,42.3090511,35.92007763,48.21897863,7.508415236,357.1221959,831,Sandy Loam,0.53,33244,7.297158396
Ashwagandha,30.24051387,21.4633309,32.03774643,23.29616466,53.47852997,6.126927287,533.2765474,831,Sandy Loam,0.7,67120,9.519983573
Ashwagandha,45.39892487,28.44622291,55.22455041,29.30294719,55.77252956,8.005635381,397.5858044,999,Sandy Loam,0.54,42594,8.375722957
Ashwagandha,42.29264398,42.71017716,36.99270852,21.83206068,56.49840733,6.522344265,407.1930676,478,Sandy Loam,0.67,55003,6.92422939
Ashwagandha,41.74866367,41.16600805,31.24592977,21.48902724,53.40537902,6.6679822,419.2404595,1453,Sandy Loam,0.65,74305,6.787480077
Ashwagandha,54.40050342,31.88567131,58.61639109,33.39329211,47.8773161,7.532928023,289.8851443,989,Sandy Loam,0.66,48417,6.496257806
Ashwagandha,34.60697013,36.78221174,48.25771039,20.18988383,34.39337409,7.111972295,551.5204591,1396,Sandy Loam,0.53,75483,7.786887227
Ashwagandha,50.8470578,30.44400756,56.32786927,27.34344326,53.60483153,7.50471187,409.983262,318,Sandy Loam,0.55,45592,7.42800637
Ashwagandha,25.64593619,30.84242089,31.17358657,25.88638023,52.36257386,6.838781629,526.1259996,1498,Sandy Loam,0.35,65831,6.359264579
Ashwagandha,45.47330939,35.41595263,42.40294388,20.94039212,55.78181757,7.024506235,364.0762242,185,Sandy Loam,0.51,57626,8.473070508
Ashwagandha,31.36605564,18.96358081,39.64692282,30.78539208,57.03736222,6.330532413,364.9408444,1022,Sandy Loam,0.44,46733,5.638436527
Ashwagandha,50.40043325,29.0432514,57.14658106,22.79719081,57.81287982,6.75992083,262.6513052,1,Sandy Loam,0.51,74786,7.226375432
Ashwagandha,52.48074877,23.93589402,38.0570107,34.59434514,56.90939529,7.349361547,478.9523102,298,Sandy Loam,0.71,63671,7.594465405
Ashwagandha,57.70694289,26.16011236,36.51441896,26.36380802,55.19525897,8.041099611,533.5871182,850,Sandy Loam,0.66,38650,6.92390328
Ashwagandha,29.60154335,23.83026376,37.73612655,21.42386411,48.2610594,7.016881024,320.5976537,670,Sandy Loam,0.43,51017,9.568378913
Ashwagandha,59.97329955,32.94621833,67.4962454,22.22574711,54.83330799,6.849408589,467.6694236,1298,Sandy Loam,0.67,75500,8.500426997
Ashwagandha,30.50256559,26.31198785,33.36133362,23.35141457,44.49129526,6.929215008,493.190867,1190,Sandy Loam,0.8,36981,6.952490079
Ashwagandha,38.14825434,39.31210933,45.12321514,25.88650968,49.38028428,7.700881428,368.6219309,79,Sandy Loam,0.32,38702,8.915512957
Ashwagandha,51.57793423,28.11583117,35.94929402,26.4512134,36.12346389,7.802292706,500.8774146,1170,Sandy Loam,0.34,34380,7.248082324
Ashwagandha,34.74511044,32.62715054,50.78312481,32.52945382,41.9575503,8.14999543,420.2205297,1,Sandy Loam,0.78,73080,7.438736791
Ashwagandha,43.90319257,28.13522278,36.75978353,33.45844681,43.77119486,7.342832911,359.5570407,404,Sandy Loam,0.38,32728,8.80053544
Ashwagandha,44.36019068,28.97526279,41.64783932,31.34651201,43.25050411,6.845369525,531.7282672,1220,Sandy Loam,0.69,63520,7.361971144
Ashwagandha,51.57967624,21.55173505,45.29030741,30.53345996,51.03734896,7.119554974,346.0412492,1384,Sandy Loam,0.41,54378,8.055657258
Ashwagandha,34.11905146,23.68091157,54.4643287,25.31066728,46.5891432,8.01705069,570.3912471,1109,Sandy Loam,0.7,37495,6.696142882
Ashwagandha,53.07702581,27.52181086,42.52452524,25.24222946,55.47780364,6.90360581,485.8166096,186,Sandy Loam,0.34,70296,7.528314026
Ashwagandha,56.34320059,39.23555705,33.7823114,26.85957907,48.06332836,7.004178622,519.5539967,873,Sandy Loam,0.75,59824,8.989185587
Ashwagandha,46.00833932,24.85230791,49.20432334,21.36896583,56.28413964,7.00156258,455.1993517,329,Sandy Loam,0.73,52243,8.092554314
Ashwagandha,54.86830091,16.92781086,32.26257674,24.09431152,44.85991992,7.832610172,275.4934046,907,Sandy Loam,0.52,77154,7.565203414
Ashwagandha,54.95328469,24.05535427,36.77805397,32.22628896,49.39929053,6.643669674,568.363278,1055,Sandy Loam,0.31,35311,7.940325859
Ashwagandha,62.77997227,16.546623,43.21236614,29.66508268,48.26822746,7.440696489,359.9264748,321,Sandy Loam,0.78,45689,8.124321022
Ashwagandha,41.39888783,36.52323777,39.14507644,31.91010637,46.76410595,7.80365778,372.1413404,738,Sandy Loam,0.35,39057,9.07745941
Ashwagandha,58.77170023,35.0427945,49.49643454,34.54087854,49.30491776,7.56059048,405.5698955,1020,Sandy Loam,0.65,68265,9.075903302
Ashwagandha,55.09658655,22.31171817,42.41459963,20.76151003,35.64054821,7.693492545,310.3396971,508,Sandy Loam,0.65,60513,9.049524507
Ashwagandha,54.80285229,24.23165079,35.40029266,17.2968652,56.29681014,7.871996047,351.8139016,271,Sandy Loam,0.45,47850,8.948338814
Ashwagandha,24.85223904,19.33770852,31.62304439,30.89426962,53.90103171,8.078525083,516.95016,1157,Sandy Loam,0.35,35676,9.097558994
Ashwagandha,53.10452942,39.50484454,56.27721068,29.23828856,68.92111064,6.518046872,532.8457071,592,Sandy Loam,0.3,32723,7.712623382
Ashwagandha,49.6404815,32.53303407,55.93205719,35.02357239,32.50118403,6.939807368,415.5480856,623,Sandy Loam,0.78,64466,6.847342063
Ashwagandha,41.12806734,17.50742926,52.99429996,21.03531331,34.02265545,7.766928806,568.3623387,1282,Sandy Loam,0.54,74304,6.783683709
Ashwagandha,56.48301205,24.51094095,38.1707027,27.58878276,51.57569364,6.591399717,581.7000265,1470,Sandy Loam,0.74,43883,9.788907594
Ashwagandha,30.74885158,41.27060041,45.94003941,36.00280446,50.14744098,7.257020478,541.1690111,718,Sandy Loam,0.52,45882,7.33192023
Ashwagandha,40.60665952,27.86804635,30.39984224,27.87429975,46.95795138,7.814858405,351.5310603,145,Sandy Loam,0.73,66427,7.803107765
Ashwagandha,53.95984806,24.70886313,52.0529779,34.55221749,49.49945899,7.762815369,443.1744627,788,Sandy Loam,0.32,51275,7.62774594
Ashwagandha,44.17684453,37.03647246,31.81463418,30.16539115,40.5267947,7.092142395,353.6337913,275,Sandy Loam,0.64,59225,7.697894176
Ashwagandha,64.6422333,26.47174112,64.85779,29.00727932,64.63264035,7.879586069,497.2941321,725,Sandy Loam,0.44,71560,8.06980248
Ashwagandha,60.94802271,31.4002087,51.91902339,31.58002101,44.28899037,7.785887218,557.845892,654,Sandy Loam,0.75,43605,8.140107145
Ashwagandha,26.4202663,44.56135251,37.26004016,36.63566156,45.5333124,6.348904159,537.9894751,147,Sandy Loam,0.37,62378,5.931473962
Ashwagandha,42.58404822,35.85346431,37.39173949,28.47795732,40.73090246,6.598161077,430.6662465,296,Sandy Loam,0.64,70567,8.399702278
Ashwagandha,54.54201646,27.91038295,39.63068592,20.96799371,42.74340142,6.489754151,298.8188414,746,Sandy Loam,0.37,50713,8.773815215
Ashwagandha,46.17485896,20.89441927,36.20469385,30.78407105,48.65725001,6.631496564,549.3924701,906,Sandy Loam,0.5,75560,8.61817611
Ashwagandha,32.59916612,26.10546134,56.53827623,34.79909451,45.60261968,7.988240898,377.1325924,721,Sandy Loam,0.79,38777,8.207128022
Ashwagandha,42.91840975,29.20597589,30.18844348,36.61396227,53.57340261,6.877927585,349.8716517,1273,Sandy Loam,0.31,48173,8.862043835
Ashwagandha,49.14556869,18.53744571,53.18420269,31.67499172,46.91079758,6.868113716,635.913126,624,Sandy Loam,0.42,70704,7.569928722
Ashwagandha,38.41564623,34.25605111,58.10268581,29.21654996,54.71591409,7.483988968,391.6085499,687,Sandy Loam,0.62,53807,7.705708956
Ashwagandha,41.78539006,34.28678473,52.38454293,25.3003405,57.67751709,8.045902799,417.7598587,1189,Sandy Loam,0.64,38695,9.461956522
Ashwagandha,24.99092602,47.03122858,44.25784991,29.44155373,54.54321447,6.557968546,448.2539751,1343,Sandy Loam,0.51,58784,8.519921448
Ashwagandha,42.65873084,40.18210563,50.39603919,31.48466367,53.23236718,7.678564238,358.0404613,583,Sandy Loam,0.39,66352,8.444870826
Ashwagandha,38.20542808,39.51154875,36.89563299,31.07430265,53.41470049,7.101607013,504.4585691,672,Sandy Loam,0.6,64382,8.861204258
Ashwagandha,42.89296267,23.12970387,55.36277284,21.19281048,52.63669717,7.673618309,376.2060068,272,Sandy Loam,0.47,48308,7.252383217
Ashwagandha,47.78735531,26.44141198,55.07704967,28.41954546,46.69113677,7.442404471,525.0867877,1037,Sandy Loam,0.42,60331,8.415281336
Ashwagandha,43.21213699,31.49414583,52.57607115,23.71523824,52.21918906,8.195256938,464.9908993,862,Sandy Loam,0.42,35782,8.249869213
Ashwagandha,38.60609524,32.87415778,54.89026553,27.49691529,50.69896462,7.354977298,371.3366394,667,Sandy Loam,0.4,65207,10.04196101
Ashwagandha,56.66646257,25.75023908,26.11375443,32.89283593,49.44612442,7.006429794,418.8447047,97,Sandy Loam,0.75,64622,7.260700671
Ashwagandha,38.96332533,22.5557877,43.05619066,24.62890576,60.48043401,7.086294096,495.1222433,493,Sandy Loam,0.77,42865,7.613372779
Ashwagandha,44.3312927,30.55892354,34.02627315,20.7818083,53.91153315,6.881546401,436.6831897,29,Sandy Loam,0.38,58335,8.673308857
Ashwagandha,50.92604156,25.37582912,46.68348209,23.5772414,25.75049225,6.806798572,522.2550192,1080,Sandy Loam,0.3,50875,7.476128371
Ashwagandha,41.44447572,27.7811059,51.94900124,26.42859986,48.05431976,6.404964009,512.3532734,765,Sandy Loam,0.37,68665,6.852559976
Ashwagandha,56.53610592,39.43705349,42.12991462,27.55932645,45.97319317,7.365410531,392.0672444,141,Sandy Loam,0.66,44147,8.991027234
Ashwagandha,47.44823921,34.97744667,38.8273467,20.80578447,50.44077998,6.276731563,454.1750083,1334,Sandy Loam,0.46,54245,9.256000214
Ashwagandha,41.25774068,25.08997348,40.35822121,22.55202957,56.44032535,7.641440871,347.0798693,34,Sandy Loam,0.49,74576,7.858804316
Ashwagandha,39.67183507,35.78804885,62.62454619,28.16213978,57.10995794,7.538518108,446.245916,76,Sandy Loam,0.62,72205,5.706193431
Ashwagandha,63.25626105,33.94026304,27.49426615,28.55885587,46.18850867,6.519397887,408.2751126,694,Sandy Loam,0.47,37741,8.097980025
Ashwagandha,35.22788025,36.00859897,33.63313364,24.0171436,45.29077925,7.248785689,393.8240325,22,Sandy Loam,0.68,54423,10.04590179
Ashwagandha,40.28866155,30.11401107,47.48359907,24.59253758,44.77744516,7.799989228,378.9614232,1183,Sandy Loam,0.5,60000,7.516014971
Ashwagandha,57.17249075,22.18990535,56.40309445,20.65691103,44.58377938,6.682075556,483.8545647,391,Sandy Loam,0.35,52850,7.035125345
Ashwagandha,47.63646219,27.5298717,44.42815684,28.52045767,55.3579902,8.112625462,475.6235612,315,Sandy Loam,0.43,62824,7.358453197
Ashwagandha,40.32021351,25.93547771,38.83357939,20.32038803,39.91602589,8.370802894,458.7428146,1261,Sandy Loam,0.49,63775,7.4999018
Ashwagandha,51.49395937,35.49068771,34.11168874,22.36436327,42.39773575,7.503949367,339.5283903,298,Sandy Loam,0.49,53941,7.145612246
Ashwagandha,53.22649483,29.37171627,32.15056499,26.56931232,40.35586556,6.819948921,431.3978076,734,Sandy Loam,0.55,47723,7.877078387
Ashwagandha,49.01884796,38.63451936,38.45327097,24.97959026,59.48777971,7.79750945,589.9431738,1134,Sandy Loam,0.52,49118,7.101264915
Ashwagandha,54.2509446,23.4644442,48.79828399,22.34875549,36.88684198,7.08311338,329.8407308,959,Sandy Loam,0.36,48717,8.209029169
Ashwagandha,51.55617866,41.70118012,43.86056272,31.95736583,45.47847748,7.415820913,482.6369994,1130,Sandy Loam,0.71,45971,7.001587782
Ashwagandha,30.41780234,37.44999826,54.07929712,26.55699033,52.75389865,7.956898522,424.8345752,583,Sandy Loam,0.67,35886,8.219378204
Ashwagandha,59.23880606,30.57238409,26.00562711,30.42351969,47.22233011,7.711944926,561.1245282,966,Sandy Loam,0.65,77902,8.50532297
Ashwagandha,49.90756226,22.68622393,59.62752312,21.8653813,38.8819077,6.862362716,561.4968546,492,Sandy Loam,0.38,72996,8.748618431
Ashwagandha,36.33841847,25.25915122,32.48014247,35.61040986,50.06034337,6.847407021,471.6674543,729,Sandy Loam,0.77,63000,7.512857262
Ashwagandha,29.35001104,36.21845539,43.52111175,22.90310084,46.0507881,8.232617495,488.1628086,45,Sandy Loam,0.35,57238,8.075904614
Ashwagandha,42.60679579,31.34324821,50.6839972,26.10722786,41.48526873,6.605769619,309.5219492,193,Sandy Loam,0.46,41529,7.250810787
Ashwagandha,46.91619548,28.99645562,30.01758503,18.83464089,54.81958856,8.5,376.935503,413,Sandy Loam,0.76,32120,6.674679524
Ashwagandha,47.06896641,21.25046829,45.15529238,22.86873168,36.96070042,6.782633409,478.2721447,53,Sandy Loam,0.66,35388,8.518802091
Ashwagandha,42.80758348,36.5908453,31.1930963,33.5290892,46.04994966,7.572000923,407.3599055,803,Sandy Loam,0.42,43620,9.041975457
Ashwagandha,50.98365605,28.18390649,34.53138318,24.81310958,54.99917644,7.365192148,402.8946028,480,Sandy Loam,0.5,55070,6.256554198
Ashwagandha,42.88339143,30.15939659,43.30762041,30.2245947,42.68041986,6.689845174,339.0318619,1285,Sandy Loam,0.36,58068,8.298409736
Ashwagandha,43.11847788,32.39707002,45.44611971,33.66404838,49.26100384,8.079200972,347.8892892,1167,Sandy Loam,0.49,42454,9.168992241
Ashwagandha,52.99954769,30.57873676,36.08833045,28.96604478,62.62382589,6.984872174,391.5666598,475,Sandy Loam,0.79,39948,8.79100687
Ashwagandha,31.28107623,25.58596963,56.18799106,34.70255109,61.73863075,6.492883785,542.9406618,1256,Sandy Loam,0.79,41539,7.80978514
Ashwagandha,60.86821897,22.55858474,48.54015705,22.37542282,56.32496933,7.355183596,417.1420436,352,Sandy Loam,0.32,56593,9.022033805
Ashwagandha,54.34675218,24.25391892,33.25784358,25.1890708,37.24248069,6.677928851,345.3907728,955,Sandy Loam,0.8,42088,7.214049129
Ashwagandha,60.78020222,36.98045043,43.23037939,29.17924128,56.95198893,7.492857066,476.7165611,664,Sandy Loam,0.65,78695,6.859139699
Ashwagandha,39.07715117,31.68811605,32.47712182,32.18700665,47.43225372,8.06527514,523.339938,537,Sandy Loam,0.38,45476,8.003971754
Ashwagandha,44.9531561,22.6248225,39.97543887,31.5777895,47.81884196,8.038603468,305.5502439,104,Sandy Loam,0.5,59588,8.270462348
Ashwagandha,23.66885235,36.21212191,56.55443499,19.42339527,52.2471682,7.45247649,482.7102767,810,Sandy Loam,0.54,34112,7.890740713
Ashwagandha,42.20287149,26.69377453,48.31559447,33.49025067,46.20995882,7.213157764,402.3055202,173,Sandy Loam,0.34,54440,7.617108335
Ashwagandha,56.90835058,20.35182661,34.45757643,32.64630013,56.3645354,7.637043669,529.9171773,59,Sandy Loam,0.7,47050,8.578984013
Ashwagandha,43.60680504,15.47447191,43.77171693,24.26953152,51.9960404,7.877466296,332.1663367,135,Sandy Loam,0.7,79569,8.188589104
Ashwagandha,58.55650258,40.60630817,37.43629569,34.6315201,56.87270504,7.319143232,499.4431508,1490,Sandy Loam,0.7,52577,8.048472847
Ashwagandha,53.63159108,30.46920903,59.3240757,24.68275314,64.0052243,6.657634597,464.9407952,869,Sandy Loam,0.77,65339,8.187503177
Ashwagandha,44.22808147,32.80920818,52.66423863,33.67362433,62.63880066,7.17876645,471.9790445,931,Sandy Loam,0.35,63760,8.583362006
Ashwagandha,57.3984247,44.48356293,30.47613129,26.8449362,50.89926483,7.198663108,552.5651123,751,Sandy Loam,0.73,33633,9.339154128
Ashwagandha,50.60981044,30.28287312,51.30473051,30.46378581,61.01725606,7.438545023,526.6898912,1451,Sandy Loam,0.63,78185,6.904499389
Ashwagandha,30.09353803,27.2596703,30.82982113,22.36488929,60.91183379,8.067485332,443.7694361,183,Sandy Loam,0.57,35411,9.181222512
Ashwagandha,41.18616069,28.19774032,39.63191174,20.44849952,57.28004371,6.80587751,392.4211595,754,Sandy Loam,0.46,32978,6.771048957
Ashwagandha,38.57402735,20.91514509,36.44063205,31.55558619,59.91627012,7.879998103,432.7888212,137,Sandy Loam,0.46,30223,8.105482655
Ashwagandha,29.79794567,21.81588774,38.75352132,19.30581372,56.04707731,7.524065345,499.8914068,1427,Sandy Loam,0.37,39183,7.573660271
Ashwagandha,31.58004888,36.29361771,39.98339173,20.8466709,49.36129916,7.311015848,387.3064241,94,Sandy Loam,0.71,57390,8.174718194
Ashwagandha,45.50205889,36.53051406,54.81787828,26.59048656,52.92814207,7.799762186,411.3789201,600,Sandy Loam,0.3,79744,7.378321061
Ashwagandha,55.43915065,44.72735892,69.55979362,20.4642162,52.02241923,6.851748875,364.131978,229,Sandy Loam,0.57,58955,7.902883051
Ashwagandha,41.04001497,38.77698447,43.23057326,34.93275208,44.77941797,7.635307618,364.2457902,1256,Sandy Loam,0.33,40978,9.719939101
Ashwagandha,59.21498666,33.88838529,57.27005551,24.99822672,50.82583532,7.718547637,420.2149445,918,Sandy Loam,0.67,45951,8.636652262
Ashwagandha,32.50903219,25.26539301,61.68753961,33.40146624,34.74385263,6.93342847,433.6885942,733,Sandy Loam,0.32,31268,7.997587274
Ashwagandha,45.44723907,36.24548258,56.29297882,22.75388094,38.78822391,6.865563826,315.8821773,582,Sandy Loam,0.66,66583,7.658191463
Ashwagandha,33.92540828,28.75580464,37.57195181,17.77875644,39.08530911,7.122526938,319.4341031,823,Sandy Loam,0.56,74648,9.366442681
Ashwagandha,55.06429158,17.06067597,48.82298614,31.55281373,56.22631548,7.254604751,296.8440285,18,Sandy Loam,0.46,48935,8.153363377
Ashwagandha,42.67803779,28.00959714,46.70854503,27.38992904,59.89970535,6.69096541,434.32713,673,Sandy Loam,0.36,34441,9.33385246
Ashwagandha,24.03120232,33.06647287,31.70054032,22.1212065,61.60212499,6.433517433,431.1377428,1044,Sandy Loam,0.65,62363,7.324320804
Ashwagandha,39.75909795,29.79117805,38.71590195,19.60449534,49.19847806,7.042049559,333.6363344,167,Sandy Loam,0.65,30608,6.098379633
Ashwagandha,36.60301588,24.72913773,47.03745392,23.76827076,54.19425708,6.205998229,457.5909129,971,Sandy Loam,0.46,53002,8.357492837
Ashwagandha,34.04571462,35.26555875,30.51630575,35.04346711,44.45908235,6.572125033,383.304071,353,Sandy Loam,0.65,70648,6.706908959
Ashwagandha,48.57177889,32.67505648,35.53229086,34.73957022,41.90357138,7.255260613,552.7676414,1065,Sandy Loam,0.34,49264,6.154344367
Ashwagandha,55.9895487,27.0803618,32.64442838,33.40448698,38.61867115,7.493904447,451.1732496,398,Sandy Loam,0.58,78605,8.435959542
Ashwagandha,38.48296991,24.85254963,55.06961421,25.99814963,39.51736954,7.991048643,517.9162085,948,Sandy Loam,0.51,45974,7.91577678
Ashwagandha,47.44183541,22.47150021,54.79907172,31.09647906,60.08525081,7.4805186,575.524847,708,Sandy Loam,0.59,71866,7.506314915
Ashwagandha,49.54490428,24.14592959,33.22928697,29.68425829,42.53812085,7.06639404,490.6694592,1447,Sandy Loam,0.47,63284,6.873397839
Ashwagandha,59.57173057,31.65906138,33.22029244,33.82419036,54.68470474,8.170409169,348.2114307,507,Sandy Loam,0.53,74741,7.887436212
Ashwagandha,33.71681844,30.22872622,29.21640007,26.39567092,59.25733917,7.493470459,527.1918368,1247,Sandy Loam,0.32,71931,6.758977677
Ashwagandha,53.83182786,33.51921692,39.69077725,29.59857948,52.22859828,7.78219612,593.0434045,1289,Sandy Loam,0.48,75042,8.466769767
Ashwagandha,55.42703445,37.68168918,34.59787266,18.87750895,57.58228668,6.840208067,328.6543065,428,Sandy Loam,0.44,46089,7.615018879
Ashwagandha,44.26051309,27.9486345,44.47509251,28.35387603,54.30510034,6.805978111,428.0440614,188,Sandy Loam,0.56,76080,7.674708437
Ashwagandha,33.0142129,37.32274957,43.11404862,19.95168082,55.63523934,6.943684469,391.7370636,488,Sandy Loam,0.75,69679,7.489659967
Ashwagandha,36.93077076,27.34046611,44.66492616,33.04134875,45.15086316,7.977933064,313.1214028,35,Sandy Loam,0.56,35160,7.986005
Ashwagandha,47.15343176,19.52182499,49.02989129,31.23748206,58.19117178,6.116036633,328.2660082,404,Sandy Loam,0.73,42965,7.800750279
Ashwagandha,40.018596,37.70402292,32.84531813,33.45777625,51.69460744,7.792753503,623.8041497,469,Sandy Loam,0.75,65955,7.136635277
